timestamp_utc,timestamp_local,bus_id,block_id,operator_badge,route,lat,lon,speed_mph,heading_deg,odometer_mi,engine_on,doors_open,on_route_flag
2025-10-18T06:11:30Z,2025-10-17 23:11:30,4177,512-OWL,4417,512,34.05770,-117.73380,4.2,145,149543.2,Y,Y,Y
2025-10-18T06:12:15Z,2025-10-17 23:12:15,4177,512-OWL,4417,512,34.05770,-117.73380,0.0,145,149543.2,Y,Y,Y
2025-10-18T06:12:45Z,2025-10-17 23:12:45,4177,512-OWL,4417,512,34.05762,-117.73372,3.5,140,149543.3,Y,N,Y
2025-10-18T06:13:45Z,2025-10-17 23:13:45,4177,512-OWL,4417,512,34.05660,-117.73260,18.6,140,149543.4,Y,N,Y
2025-10-18T06:15:15Z,2025-10-17 23:15:15,4177,512-OWL,4417,512,34.05490,-117.73090,22.5,140,149543.7,Y,N,Y
2025-10-18T06:16:45Z,2025-10-17 23:16:45,4177,512-OWL,4417,512,34.05300,-117.72910,23.1,140,149543.9,Y,N,Y
2025-10-18T06:18:15Z,2025-10-17 23:18:15,4177,512-OWL,4417,512,34.05120,-117.72740,20.8,138,149544.2,Y,N,Y
2025-10-18T06:19:30Z,2025-10-17 23:19:30,4177,512-OWL,4417,512,34.04988,-117.72590,8.2,140,149544.3,Y,Y,Y
2025-10-18T06:19:45Z,2025-10-17 23:19:45,4177,512-OWL,4417,512,34.04988,-117.72550,2.4,140,149544.3,Y,Y,Y
2025-10-18T06:20:00Z,2025-10-17 23:20:00,4177,512-OWL,4417,512,34.04988,-117.72510,0.0,140,149544.3,Y,Y,Y
2025-10-18T06:21:00Z,2025-10-17 23:21:00,4177,512-OWL,4417,512,34.04988,-117.72510,0.0,140,149544.3,Y,Y,Y
2025-10-18T06:22:00Z,2025-10-17 23:22:00,4177,512-OWL,4417,512,34.04988,-117.72510,0.0,140,149544.3,Y,N,Y
2025-10-18T06:23:00Z,2025-10-17 23:23:00,4177,512-OWL,4417,512,34.04988,-117.72510,0.0,140,149544.3,Y,N,Y
2025-10-18T06:24:00Z,2025-10-17 23:24:00,4177,512-OWL,4417,512,34.04998,-117.72525,4.5,320,149544.4,Y,N,Y
2025-10-18T06:25:00Z,2025-10-17 23:25:00,4177,512-OWL,4417,512,34.05120,-117.72680,20.6,320,149544.6,Y,N,Y
2025-10-18T06:26:15Z,2025-10-17 23:26:15,4177,512-OWL,4417,512,34.05280,-117.72860,23.4,320,149544.9,Y,N,Y
2025-10-18T06:27:45Z,2025-10-17 23:27:45,4177,512-OWL,4417,512,34.05460,-117.73040,24.8,318,149545.2,Y,N,Y
2025-10-18T06:29:15Z,2025-10-17 23:29:15,4177,512-OWL,4417,512,34.05650,-117.73220,23.2,320,149545.4,Y,N,Y
2025-10-18T06:30:45Z,2025-10-17 23:30:45,4177,512-OWL,4417,512,34.05770,-117.73380,10.4,325,149545.6,Y,Y,Y
2025-10-18T06:31:15Z,2025-10-17 23:31:15,4177,512-OWL,4417,512,34.05770,-117.73380,0.0,325,149545.6,Y,Y,Y
2025-10-18T06:32:00Z,2025-10-17 23:32:00,4177,512-OWL,4417,512,34.05782,-117.73395,5.6,320,149545.7,Y,N,Y
2025-10-18T06:33:15Z,2025-10-17 23:33:15,4177,512-OWL,4417,512,34.05920,-117.73540,18.6,320,149545.8,Y,N,Y
2025-10-18T06:34:45Z,2025-10-17 23:34:45,4177,512-OWL,4417,512,34.06100,-117.73680,21.4,318,149546.1,Y,N,Y
2025-10-18T06:36:15Z,2025-10-17 23:36:15,4177,512-OWL,4417,512,34.06290,-117.73840,22.8,318,149546.3,Y,N,Y
2025-10-18T06:37:30Z,2025-10-17 23:37:30,4177,512-OWL,4417,512,34.06460,-117.73970,18.9,320,149546.6,Y,N,Y
2025-10-18T06:38:30Z,2025-10-17 23:38:30,4177,512-OWL,4417,512,34.06590,-117.73990,10.4,340,149546.7,Y,N,Y
2025-10-18T06:39:15Z,2025-10-17 23:39:15,4177,512-OWL,4417,512,34.06670,-117.73980,4.0,10,149546.8,Y,Y,Y
2025-10-18T06:39:45Z,2025-10-17 23:39:45,4177,512-OWL,4417,512,34.06670,-117.73980,0.0,10,149546.8,Y,Y,Y
2025-10-18T06:40:30Z,2025-10-17 23:40:30,4177,512-OWL,4417,512,34.06695,-117.74010,4.8,315,149546.9,Y,N,Y
2025-10-18T06:41:45Z,2025-10-17 23:41:45,4177,512-OWL,4417,512,34.06810,-117.74140,15.6,318,149547.0,Y,N,Y
2025-10-18T06:43:15Z,2025-10-17 23:43:15,4177,512-OWL,4417,512,34.06940,-117.74260,17.8,320,149547.2,Y,N,Y
2025-10-18T06:44:30Z,2025-10-17 23:44:30,4177,512-OWL,4417,512,34.07100,-117.74380,18.5,325,149547.3,Y,N,Y
2025-10-18T06:45:45Z,2025-10-17 23:45:45,4177,512-OWL,4417,512,34.07210,-117.74470,10.2,350,149547.4,Y,N,Y
2025-10-18T06:47:00Z,2025-10-17 23:47:00,4177,512-OWL,4417,512,34.07310,-117.74498,14.5,358,149547.5,Y,N,Y
2025-10-18T06:48:30Z,2025-10-17 23:48:30,4177,512-OWL,4417,512,34.07480,-117.74500,18.6,0,149547.7,Y,N,Y
2025-10-18T06:50:00Z,2025-10-17 23:50:00,4177,512-OWL,4417,512,34.07670,-117.74500,20.4,0,149547.9,Y,N,Y
2025-10-18T06:51:15Z,2025-10-17 23:51:15,4177,512-OWL,4417,512,34.07835,-117.74500,10.8,0,149548.0,Y,Y,Y
2025-10-18T06:51:45Z,2025-10-17 23:51:45,4177,512-OWL,4417,512,34.07835,-117.74500,0.0,0,149548.0,Y,Y,Y
2025-10-18T06:52:15Z,2025-10-17 23:52:15,4177,512-OWL,4417,512,34.07845,-117.74500,3.2,0,149548.1,Y,N,Y
2025-10-18T06:53:30Z,2025-10-17 23:53:30,4177,512-OWL,4417,512,34.07960,-117.74500,15.6,0,149548.2,Y,N,Y
2025-10-18T06:55:00Z,2025-10-17 23:55:00,4177,512-OWL,4417,512,34.08140,-117.74500,18.9,0,149548.4,Y,N,Y
2025-10-18T06:56:30Z,2025-10-17 23:56:30,4177,512-OWL,4417,512,34.08320,-117.74500,17.4,0,149548.6,Y,N,Y
2025-10-18T06:57:15Z,2025-10-17 23:57:15,4177,512-OWL,4417,512,34.08440,-117.74500,8.6,0,149548.7,Y,Y,Y
2025-10-18T06:57:45Z,2025-10-17 23:57:45,4177,512-OWL,4417,512,34.08490,-117.74500,2.0,0,149548.7,Y,Y,Y
2025-10-18T06:58:00Z,2025-10-17 23:58:00,4177,512-OWL,4417,512,34.08498,-117.74500,0.0,0,149548.7,Y,Y,Y
2025-10-18T06:59:00Z,2025-10-17 23:59:00,4177,512-OWL,4417,512,34.08498,-117.74500,0.0,0,149548.7,Y,Y,Y
2025-10-18T07:00:00Z,2025-10-18 00:00:00,4177,512-OWL,4417,512,34.08498,-117.74500,0.0,0,149548.7,Y,N,Y
2025-10-18T07:01:30Z,2025-10-18 00:01:30,4177,512-OWL,4417,512,34.08498,-117.74500,0.0,0,149548.7,Y,N,Y
2025-10-18T07:03:00Z,2025-10-18 00:03:00,4177,512-OWL,4417,512,34.08498,-117.74500,0.0,0,149548.7,Y,N,Y
2025-10-18T07:04:30Z,2025-10-18 00:04:30,4177,512-OWL,4417,512,34.08498,-117.74500,0.0,0,149548.7,Y,N,Y
2025-10-18T07:05:00Z,2025-10-18 00:05:00,4177,512-OWL,4417,512,34.08490,-117.74500,3.2,180,149548.8,Y,N,Y
2025-10-18T07:05:45Z,2025-10-18 00:05:45,4177,512-OWL,4417,512,34.08420,-117.74500,12.6,180,149548.8,Y,N,Y
2025-10-18T07:06:45Z,2025-10-18 00:06:45,4177,512-OWL,4417,512,34.08310,-117.74500,19.4,180,149549.0,Y,N,Y
2025-10-18T07:08:00Z,2025-10-18 00:08:00,4177,512-OWL,4417,512,34.08150,-117.74500,22.5,180,149549.2,Y,N,Y
2025-10-18T07:09:30Z,2025-10-18 00:09:30,4177,512-OWL,4417,512,34.07960,-117.74500,20.4,180,149549.4,Y,N,Y
2025-10-18T07:10:30Z,2025-10-18 00:10:30,4177,512-OWL,4417,512,34.07840,-117.74500,8.8,180,149549.5,Y,Y,Y
2025-10-18T07:11:00Z,2025-10-18 00:11:00,4177,512-OWL,4417,512,34.07835,-117.74500,0.0,180,149549.5,Y,Y,Y
2025-10-18T07:11:30Z,2025-10-18 00:11:30,4177,512-OWL,4417,512,34.07820,-117.74500,3.6,180,149549.6,Y,N,Y
2025-10-18T07:12:30Z,2025-10-18 00:12:30,4177,512-OWL,4417,512,34.07700,-117.74500,18.6,180,149549.7,Y,N,Y
2025-10-18T07:14:00Z,2025-10-18 00:14:00,4177,512-OWL,4417,512,34.07520,-117.74500,22.5,180,149549.9,Y,N,Y
2025-10-18T07:15:15Z,2025-10-18 00:15:15,4177,512-OWL,4417,512,34.07370,-117.74498,18.4,178,149550.1,Y,N,Y
2025-10-18T07:16:15Z,2025-10-18 00:16:15,4177,512-OWL,4417,512,34.07240,-117.74480,10.2,140,149550.3,Y,N,Y
2025-10-18T07:17:00Z,2025-10-18 00:17:00,4177,512-OWL,4417,512,34.07160,-117.74440,12.6,132,149550.4,Y,N,Y
2025-10-18T07:18:00Z,2025-10-18 00:18:00,4177,512-OWL,4417,512,34.07000,-117.74350,18.4,130,149550.6,Y,N,Y
2025-10-18T07:19:15Z,2025-10-18 00:19:15,4177,512-OWL,4417,512,34.06850,-117.74260,20.6,132,149550.8,Y,N,Y
2025-10-18T07:20:30Z,2025-10-18 00:20:30,4177,512-OWL,4417,512,34.06740,-117.74140,17.8,140,149551.0,Y,N,Y
2025-10-18T07:21:30Z,2025-10-18 00:21:30,4177,512-OWL,4417,512,34.06680,-117.74020,10.4,145,149551.1,Y,N,Y
2025-10-18T07:22:15Z,2025-10-18 00:22:15,4177,512-OWL,4417,512,34.06670,-117.73980,3.0,148,149551.1,Y,Y,Y
2025-10-18T07:22:45Z,2025-10-18 00:22:45,4177,512-OWL,4417,512,34.06670,-117.73980,0.0,148,149551.1,Y,Y,Y
2025-10-18T07:23:15Z,2025-10-18 00:23:15,4177,512-OWL,4417,512,34.06665,-117.73968,3.4,140,149551.2,Y,N,Y
2025-10-18T07:24:15Z,2025-10-18 00:24:15,4177,512-OWL,4417,512,34.06580,-117.73880,15.2,138,149551.3,Y,N,Y
2025-10-18T07:25:30Z,2025-10-18 00:25:30,4177,512-OWL,4417,512,34.06450,-117.73770,19.8,138,149551.5,Y,N,Y
2025-10-18T07:27:00Z,2025-10-18 00:27:00,4177,512-OWL,4417,512,34.06260,-117.73620,22.1,138,149551.8,Y,N,Y
2025-10-18T07:28:30Z,2025-10-18 00:28:30,4177,512-OWL,4417,512,34.06070,-117.73510,19.2,140,149552.0,Y,N,Y
2025-10-18T07:30:00Z,2025-10-18 00:30:00,4177,512-OWL,4417,512,34.05880,-117.73410,15.6,142,149552.2,Y,N,Y
2025-10-18T07:31:30Z,2025-10-18 00:31:30,4177,512-OWL,4417,512,34.05770,-117.73380,4.2,145,149552.3,Y,Y,Y
2025-10-18T07:32:00Z,2025-10-18 00:32:00,4177,512-OWL,4417,512,34.05770,-117.73380,0.0,145,149552.3,Y,Y,Y
2025-10-18T07:32:45Z,2025-10-18 00:32:45,4177,512-OWL,4417,512,34.05762,-117.73370,3.5,140,149552.3,Y,N,Y
2025-10-18T07:33:45Z,2025-10-18 00:33:45,4177,512-OWL,4417,512,34.05660,-117.73260,18.4,140,149552.4,Y,N,Y
2025-10-18T07:35:15Z,2025-10-18 00:35:15,4177,512-OWL,4417,512,34.05490,-117.73090,22.2,140,149552.7,Y,N,Y
2025-10-18T07:36:45Z,2025-10-18 00:36:45,4177,512-OWL,4417,512,34.05300,-117.72910,22.8,140,149552.9,Y,N,Y
2025-10-18T07:38:15Z,2025-10-18 00:38:15,4177,512-OWL,4417,512,34.05120,-117.72740,20.4,138,149553.2,Y,N,Y
2025-10-18T07:39:30Z,2025-10-18 00:39:30,4177,512-OWL,4417,512,34.04988,-117.72590,8.2,140,149553.3,Y,Y,Y
2025-10-18T07:39:45Z,2025-10-18 00:39:45,4177,512-OWL,4417,512,34.04988,-117.72550,2.4,140,149553.3,Y,Y,Y
2025-10-18T07:40:00Z,2025-10-18 00:40:00,4177,512-OWL,4417,512,34.04988,-117.72510,0.0,140,149553.3,Y,Y,Y
2025-10-18T07:41:00Z,2025-10-18 00:41:00,4177,512-OWL,4417,512,34.04988,-117.72510,0.0,140,149553.3,Y,Y,Y
2025-10-18T07:42:00Z,2025-10-18 00:42:00,4177,512-OWL,4417,512,34.04988,-117.72510,0.0,140,149553.3,Y,N,Y
2025-10-18T07:43:00Z,2025-10-18 00:43:00,4177,512-OWL,4417,512,34.04988,-117.72510,0.0,140,149553.3,Y,N,Y
2025-10-18T07:44:00Z,2025-10-18 00:44:00,4177,512-OWL,4417,512,34.05000,-117.72528,4.6,320,149553.4,Y,N,Y
2025-10-18T07:45:00Z,2025-10-18 00:45:00,4177,512-OWL,4417,512,34.05125,-117.72685,20.4,320,149553.6,Y,N,Y
2025-10-18T07:46:15Z,2025-10-18 00:46:15,4177,512-OWL,4417,512,34.05280,-117.72860,23.2,320,149553.9,Y,N,Y
2025-10-18T07:47:45Z,2025-10-18 00:47:45,4177,512-OWL,4417,512,34.05460,-117.73040,24.6,318,149554.2,Y,N,Y
2025-10-18T07:49:15Z,2025-10-18 00:49:15,4177,512-OWL,4417,512,34.05650,-117.73220,23.4,320,149554.4,Y,N,Y
2025-10-18T07:50:45Z,2025-10-18 00:50:45,4177,512-OWL,4417,512,34.05770,-117.73380,10.5,325,149554.6,Y,Y,Y
2025-10-18T07:51:15Z,2025-10-18 00:51:15,4177,512-OWL,4417,512,34.05770,-117.73380,0.0,325,149554.6,Y,Y,Y
2025-10-18T07:52:00Z,2025-10-18 00:52:00,4177,512-OWL,4417,512,34.05780,-117.73395,5.4,320,149554.7,Y,N,Y
2025-10-18T07:53:15Z,2025-10-18 00:53:15,4177,512-OWL,4417,512,34.05920,-117.73540,18.4,320,149554.8,Y,N,Y
2025-10-18T07:54:45Z,2025-10-18 00:54:45,4177,512-OWL,4417,512,34.06100,-117.73680,21.2,318,149555.1,Y,N,Y
2025-10-18T07:56:15Z,2025-10-18 00:56:15,4177,512-OWL,4417,512,34.06290,-117.73840,22.6,318,149555.3,Y,N,Y
2025-10-18T07:57:30Z,2025-10-18 00:57:30,4177,512-OWL,4417,512,34.06460,-117.73970,18.8,320,149555.6,Y,N,Y
2025-10-18T07:58:30Z,2025-10-18 00:58:30,4177,512-OWL,4417,512,34.06590,-117.73990,10.2,340,149555.7,Y,N,Y
2025-10-18T07:59:15Z,2025-10-18 00:59:15,4177,512-OWL,4417,512,34.06670,-117.73980,4.0,10,149555.8,Y,Y,Y
2025-10-18T07:59:45Z,2025-10-18 00:59:45,4177,512-OWL,4417,512,34.06670,-117.73980,0.0,10,149555.8,Y,Y,Y
2025-10-18T08:00:30Z,2025-10-18 01:00:30,4177,512-OWL,4417,512,34.06695,-117.74010,4.6,315,149555.9,Y,N,Y
2025-10-18T08:01:45Z,2025-10-18 01:01:45,4177,512-OWL,4417,512,34.06810,-117.74140,15.5,318,149556.0,Y,N,Y
2025-10-18T08:03:15Z,2025-10-18 01:03:15,4177,512-OWL,4417,512,34.06940,-117.74260,17.6,320,149556.2,Y,N,Y
2025-10-18T08:04:30Z,2025-10-18 01:04:30,4177,512-OWL,4417,512,34.07100,-117.74380,18.4,325,149556.3,Y,N,Y
2025-10-18T08:05:45Z,2025-10-18 01:05:45,4177,512-OWL,4417,512,34.07210,-117.74470,10.4,350,149556.4,Y,N,Y
2025-10-18T08:07:00Z,2025-10-18 01:07:00,4177,512-OWL,4417,512,34.07310,-117.74498,14.6,358,149556.5,Y,N,Y
2025-10-18T08:08:30Z,2025-10-18 01:08:30,4177,512-OWL,4417,512,34.07480,-117.74500,18.5,0,149556.7,Y,N,Y
2025-10-18T08:10:00Z,2025-10-18 01:10:00,4177,512-OWL,4417,512,34.07670,-117.74500,20.2,0,149556.9,Y,N,Y
2025-10-18T08:11:15Z,2025-10-18 01:11:15,4177,512-OWL,4417,512,34.07835,-117.74500,10.6,0,149557.0,Y,Y,Y
2025-10-18T08:11:45Z,2025-10-18 01:11:45,4177,512-OWL,4417,512,34.07835,-117.74500,0.0,0,149557.0,Y,Y,Y
2025-10-18T08:12:15Z,2025-10-18 01:12:15,4177,512-OWL,4417,512,34.07850,-117.74500,3.2,0,149557.1,Y,N,Y
2025-10-18T08:13:30Z,2025-10-18 01:13:30,4177,512-OWL,4417,512,34.07980,-117.74500,15.6,0,149557.2,Y,N,Y
2025-10-18T08:15:00Z,2025-10-18 01:15:00,4177,512-OWL,4417,512,34.08160,-117.74500,18.7,0,149557.4,Y,N,Y
2025-10-18T08:16:30Z,2025-10-18 01:16:30,4177,512-OWL,4417,512,34.08340,-117.74500,17.2,0,149557.6,Y,N,Y
2025-10-18T08:17:15Z,2025-10-18 01:17:15,4177,512-OWL,4417,512,34.08450,-117.74500,8.4,0,149557.7,Y,Y,Y
2025-10-18T08:17:45Z,2025-10-18 01:17:45,4177,512-OWL,4417,512,34.08495,-117.74500,2.0,0,149557.7,Y,Y,Y
2025-10-18T08:18:00Z,2025-10-18 01:18:00,4177,512-OWL,4417,512,34.08498,-117.74500,0.0,0,149557.7,Y,Y,Y
2025-10-18T08:19:00Z,2025-10-18 01:19:00,4177,512-OWL,4417,512,34.08498,-117.74500,0.0,0,149557.7,Y,Y,Y
2025-10-18T08:20:30Z,2025-10-18 01:20:30,4177,512-OWL,4417,512,34.08498,-117.74500,0.0,0,149557.7,Y,N,Y
2025-10-18T08:22:00Z,2025-10-18 01:22:00,4177,512-OWL,4417,512,34.08498,-117.74500,0.0,0,149557.7,Y,N,Y
2025-10-18T08:24:00Z,2025-10-18 01:24:00,4177,512-OWL,4417,512,34.08498,-117.74500,0.0,0,149557.7,Y,N,Y
2025-10-18T08:26:00Z,2025-10-18 01:26:00,4177,512-OWL,4417,512,34.08498,-117.74500,0.0,0,149557.7,Y,N,Y
2025-10-18T08:28:00Z,2025-10-18 01:28:00,4177,512-OWL,4417,512,34.08498,-117.74500,0.0,0,149557.7,Y,N,Y
2025-10-18T08:30:00Z,2025-10-18 01:30:00,4177,512-OWL,4417,512,34.08498,-117.74500,0.0,0,149557.7,Y,N,Y
2025-10-18T08:32:00Z,2025-10-18 01:32:00,4177,512-OWL,4417,512,34.08498,-117.74500,0.0,0,149557.7,Y,N,Y
2025-10-18T08:34:00Z,2025-10-18 01:34:00,4177,512-OWL,4417,512,34.08498,-117.74500,0.0,0,149557.7,Y,N,Y
2025-10-18T08:36:00Z,2025-10-18 01:36:00,4177,512-OWL,4417,512,34.08498,-117.74500,0.0,0,149557.7,Y,N,Y
